tweet_id,airline,text
7553,Delta,"@JetBlue unfortunately I was so startled and rushed, I didn't get the name, but will provide a description in my expanded email.  Thank you"
7554,Delta,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!
7555,Delta,@JetBlue just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful
7556,Delta,@JetBlue BOS. Everything current now. Thanks for the follow up
7557,Delta,@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?
7558,Delta,@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG
7559,Delta,@JetBlue things happen it's ok just wish I was on the beach and not in the airport
7560,Delta,"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous."
7561,Delta,@JetBlue any idea when the flight will actually take off?
7562,Delta,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
7563,Delta,@JetBlue still sitting in plane in Newburg. This is getting #ridiculous. No way to treat #loyal customers.
7564,Delta,@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks
7565,Delta,@JetBlue what's the delay if the system isn't down?
7566,Delta,@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.
7567,Delta,@JetBlue don't think any1 rly knows what's goin on. supposed 2 leave at 8:30a then 9a then 9:30a then 10a then 11a then 11:30a. Now 12
7568,Delta,@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.
7569,Delta,@JetBlue and ask she load the bag for my flight
7570,Delta,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards"
7571,Delta,@JetBlue get flight 16 into the air
7572,Delta,@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.
7573,Delta,"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU"
7574,Delta,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse
7575,Delta,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it"
7576,Delta,@JetBlue I'm also a mosaic customer and fly jet blue ALOT....
7577,Delta,@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate
7578,Delta,@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight
7579,Delta,@JetBlue #489. Flight #589 is departing before we even board
7580,Delta,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
7581,Delta,"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass"
7582,Delta,@JetBlue it's only because I'm wearing #TrueBlueColors!
7583,Delta,@JetBlue flight16?
7584,Delta,@JetBlue That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.
7585,Delta,"@JetBlue When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489"
7586,Delta,@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC
7587,Delta,@JetBlue how can your entire system go down? No IT? Really?
7588,Delta,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue
7589,Delta,@JetBlue seriously? System down? No IT?
7590,Delta,"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!"
7591,Delta,"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston"
7592,Delta,"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on"
7593,Delta,@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?
7594,Delta,@JetBlue got it. thanks the quick reply.
7595,Delta,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?
7596,Delta,@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0
7597,Delta,@JetBlue do bags still fly free or have you started charging? thanks!
7598,Delta,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
7599,Delta,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed."
7600,Delta,@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95
7601,Delta,"@JetBlue thx, social media person!"
7602,Delta,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?
7603,Delta,@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours
7604,Delta,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!"
7605,Delta,"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!"
7606,Delta,@JetBlue woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!
7607,Delta,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear.."
7608,Delta,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV
7609,Delta,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible"
7610,Delta,@JetBlue they miraculously fixed the plane #kudos to shoe ever it was
7611,Delta,@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc
7612,Delta,"@jetblue all your online resources  say we're on time, but clearly we are not.  This is not very information age of you..."
7613,Delta,@JetBlue ..... No crew at our gate.
7614,Delta,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
7615,Delta,@JetBlue why don't YOU tell them to update the boards?!
7616,Delta,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy
7617,Delta,"@JetBlue Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can't we divert to LGA? Closer than ACY!"
7618,Delta,@JetBlue you want me to talk to the wall?
7619,Delta,@JetBlue Great service from PBI to HPN! Thanks.
7620,Delta,@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .
7621,Delta,@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.
7622,Delta,"@JetBlue done, thank you!"
7623,Delta,@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ
7624,Delta,@JetBlue  will do.
7625,Delta,@JetBlue why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp
7626,Delta,@JetBlue ok should I start looking into other flights?
7627,Delta,@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?
7628,Delta,@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?
7629,Delta,@JetBlue we need an ETA please
7630,Delta,@JetBlue you can 100% confirm that?
7631,Delta,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free
7632,Delta,@JetBlue  I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if Cancelled Flighted?
7633,Delta,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded
7634,Delta,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight."
7635,Delta,"@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks."
7636,Delta,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?
7637,Delta,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???
7638,Delta,@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline
7639,Delta,@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?
7640,Delta,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service"
7641,Delta,@JetBlue how about an update on flight 475 leaving tf green delayed
7642,Delta,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed
7643,Delta,@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?
7644,Delta,@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.
7645,Delta,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int
7646,Delta,@JetBlue okay thank you! I'll check with them again!
7647,Delta,@JetBlue some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?
7648,Delta,"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks"
7649,Delta,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!
7650,Delta,@JetBlue Thanks! See you soon!
7651,Delta,"@JetBlue Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??"
7652,Delta,@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery
7653,Delta,@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723
7654,Delta,@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
7655,Delta,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was
7656,Delta,@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired
7657,Delta,@JetBlue just lost very loyal customers who use them 4-10 times a year.
7658,Delta,@JetBlue thanks for the response - when is the next flight after the 9:48 flight?
7659,Delta,@JetBlue Highlight of my travel is 3 hour delay and de-icing twice. Now sitting in bumper to bumper traffic in taxi to finally get home. 😒
7660,Delta,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
7661,Delta,@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..
7662,Delta,@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers
7663,Delta,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired
7664,Delta,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
7665,Delta,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises
7666,Delta,@JetBlue I know you guys are super busy but is flight 1222 an a320 or e190?
7667,Delta,@JetBlue Follow me pls?
7668,Delta,@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting
7669,Delta,@JetBlue you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck
7670,Delta,@JetBlue @dgruber1700  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this
7671,Delta,@JetBlue I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate
7672,Delta,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!
7673,Delta,@JetBlue everytime I come back to Boston it's a minimum 45 min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?
7674,Delta,@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome
7675,Delta,@JetBlue that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep :(
7676,Delta,@JetBlue I am But Your customer service is Brutal.
7677,Delta,@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH
7678,Delta,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊
7679,Delta,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.
7680,Delta,@JetBlue flight attendant was hesitant to give me more baby sized cookies
7681,Delta,@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood
7682,Delta,@JetBlue thank you 😊 standing in line now!
7683,Delta,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!
7684,Delta,@JetBlue is that supposed to change in the near future?
7685,Delta,@JetBlue thank you
7686,Delta,Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey
7687,Delta,"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting."
7688,Delta,@JetBlue I will when I land.
7689,Delta,@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.
7690,Delta,@JetBlue you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional
7691,Delta,@JetBlue do bags still fly for free anymore?
7692,Delta,@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..
7693,Delta,"@JetBlue  thanks for response! Crew has been VERY patient with us, but they are also frustrated. Wouldn't be so bad but airport is closed!"
7694,Delta,@JetBlue flite454
7695,Delta,@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.
7696,Delta,@JetBlue when will you release flights for February 2016?
7697,Delta,@JetBlue we are well aware. Insufficient info. No options.
7698,Delta,@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC
7699,Delta,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children
7700,Delta,@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence
7701,Delta,@JetBlue still waiting for bags from flight 26. It landed an hour ago.
7702,Delta,@JetBlue Complete waste of an entire day. Pathetic.
7703,Delta,@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE
7704,Delta,@JetBlue I would love to Fort Lauderdale now that would cool.
7705,Delta,@JetBlue @L_Burley11 -- the best!!!
7706,Delta,@JetBlue thanks for bringing my son home to me.
7707,Delta,@JetBlue you got yourselves hot ladies flying the air for life #loyal
7708,Delta,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
7709,Delta,@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh
7710,Delta,@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎
7711,Delta,@JetBlue we got our luggage after waiting 40 mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.
7712,Delta,@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?
7713,Delta,@JetBlue thanks so much. Can't wait to fly with you guys :)
7714,Delta,"@JetBlue Flight 2202 out of JFK, 2 &amp; 1/2 hr delay. I could get over it if it was just  weather reLate Flightd, but considering it's not - Come on"
7715,Delta,"@JetBlue OK, thank you."
7716,Delta,@JetBlue thanks for a speedy flight time recovery.
7717,Delta,@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice
7718,Delta,@JetBlue Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22?  Mass confusion here.
7719,Delta,@JetBlue Are we able to change to an Even More Space seat after we've checked in online? Have a flight tmrw and can't seem to change my seat
7720,Delta,@JetBlue would you say a delay is more likely? Thanks so much.
7721,Delta,"@JetBlue I did not! She's a woman who's a lead, she was working at gate c26."
7722,Delta,@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?
7723,Delta,"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks."
7724,Delta,@JetBlue Tomorrow wouldn’t have been soon enough! Thank you for the info!
7725,Delta,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd"
7726,Delta,@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!
7727,Delta,"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺"
7728,Delta,"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes"
7729,Delta,"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
7730,Delta,@JetBlue disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC
7731,Delta,@JetBlue yes Party is Over 😂
7732,Delta,@JetBlue thank you!
7733,Delta,@JetBlue he just went above and beyond to be helpful
7734,Delta,@JetBlue didn't find them unfortunately :( but he was very helpful and took down my info incase they do get found
7735,Delta,@JetBlue that selfie was extreme.
7736,Delta,@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know
7737,Delta,@JetBlue is the best!  Can't wait to use my travel bank $ for a FUN trip.
7738,Delta,@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend
7739,Delta,@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!
7740,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC
7741,Delta,@JetBlue Boston gate C12
7742,Delta,@JetBlue will I be charged a fee to do so?
7743,Delta,@JetBlue thanks. Can you change the music in the boarding gates?
7744,Delta,@JetBlue what crew? No one here is helping.
7745,Delta,@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr
7746,Delta,"@JetBlue If this is customer service, then please call me."
7747,Delta,"@JetBlue no, we are at a hotel.  Also, Jetblue lost my daughters luggage.  How do you lose luggage if the plane never actually left!!!"
7748,Delta,@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.
7749,Delta,@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.
7750,Delta,"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!"
7751,Delta,"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail"
7752,Delta,@JetBlue no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this
7753,Delta,@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.
7754,Delta,@JetBlue are we scheduled to depart as scheduled?
7755,Delta,@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait
7756,Delta,@JetBlue will we be able to watch the Oscars on our flight tomorrow?
7757,Delta,@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?
7758,Delta,"@JetBlue Hey Jetblue, you stranded an entire plane that was supposed to go to JFK and we are getting restless.  Need better communication!"
7759,Delta,"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage"
7760,Delta,@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
7761,Delta,@JetBlue Exciting times ahead! 😁🎉
7762,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE
7763,Delta,@JetBlue your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone
7764,Delta,@JetBlue why haven't you allowed for flight changes into the NY area airports tonight?  Everyone is saying travel is treacherous.
7765,Delta,@JetBlue Counting on your flight 989 to get to DC!
7766,Delta,"@JetBlue not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start."
7767,Delta,@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...
7768,Delta,@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue
7769,Delta,"@JetBlue there is no supervisor available, so they couldn't do anything."
7770,Delta,"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything."
7771,Delta,@JetBlue status of flight 684 from MCO to LGA tomorrow?
7772,Delta,@jetblue what good with the inflight WiFi?
7773,Delta,@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?
7774,Delta,"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least."
7775,Delta,@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26
7776,Delta,"@JetBlue making a bad situation worse. Cancelled Flighted flight, making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel"
7777,Delta,@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?
7778,Delta,@JetBlue You already Cancelled Flightled the one b4 us to DCA
7779,Delta,"@JetBlue It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours."
7780,Delta,@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled
7781,Delta,@JetBlue great flight http://t.co/E0R0NTO4TR
7782,Delta,@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e
7783,Delta,@JetBlue Great thank you!
7784,Delta,@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.
7785,Delta,@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.
7786,Delta,@JetBlue send more service agents so all the stranded passengers can be helped!!!🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘
7787,Delta,@JetBlue hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved
7788,Delta,@JetBlue good to hear. Thx for being responsive.
7789,Delta,@JetBlue Yup. MCO. 82°!!
7790,Delta,@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3
7791,Delta,@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70
7792,Delta,"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue"
7793,Delta,@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON
7794,Delta,"@JetBlue thanks so much for help Us, u r amazing!"
7795,Delta,"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher."
7796,Delta,@JetBlue #kudos! And we're done and heading to warmer weather!
7797,Delta,@JetBlue actually flight 1089 not 1098
7798,Delta,@JetBlue BOS to DCA 1098 at 7:16 pm.
7799,Delta,@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise
7800,Delta,@JetBlue *cough* #awkward!
7801,Delta,@JetBlue you guys need live chat.
7802,Delta,@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.
7803,Delta,@JetBlue Awesome! Thank you! ;)
7804,Delta,@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw
7805,Delta,@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/
7806,Delta,@JetBlue got it wish they would communicate more w us
7807,Delta,@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue
7808,Delta,@JetBlue Using JetBlue miles?
7809,Delta,@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!
7810,Delta,@JetBlue that sucks. Oh well.
7811,Delta,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy
7812,Delta,@JetBlue Using JetBlue air miles?
7813,Delta,@JetBlue someone is here but has no info smh one bag came off  and then nothing
7814,Delta,@JetBlue there's is nothing there because apparently I have to connect them for that to be true.
7815,Delta,@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!
7816,Delta,@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes
7817,Delta,@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.
7818,Delta,@JetBlue thanks for update http://t.co/K7uBOTMr1r
7819,Delta,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.
7820,Delta,@JetBlue I can't call right now. My baby just fell asleep.
7821,Delta,@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet
7822,Delta,"@JetBlue it seems I never received an ID, just a password."
7823,Delta,@JetBlue yesterday's deal?
7824,Delta,@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor
7825,Delta,@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?
7826,Delta,"@JetBlue yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled."
7827,Delta,@JetBlue where did my travel bank credit go?  I can't call you right now.
7828,Delta,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung
7829,Delta,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!"
7830,Delta,@JetBlue thank you! I'm excited to fly with you for the first time.
7831,Delta,Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”
7832,Delta,@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
7833,Delta,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!"
7834,Delta,@JetBlue  What are your rules on checked baggage and carry ons from SLC to SJO?
7835,Delta,@JetBlue thanks so much for your condolences and quick response. It is very much appreciated
7836,Delta,@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;)
7837,Delta,@JetBlue Thank you Alicia!  #ExceptionalService
7838,Delta,"@JetBlue yes, We have de baggage claim, I'm so sad for the baggage and how They treat Us 😞 please we need That baggage"
7839,Delta,"@JetBlue my mom's baggage is lost, in fly 1557 fort lauderdale-Bogotá today, Colombian employees treated us badly , need help please"
7840,Delta,@JetBlue No changes made. My son's pass printed on same conf #. Just mine not print after I expressed disapptment w/ JetBlue
7841,Delta,@JetBlue Cancelled Flighted 😢
7842,Delta,"@JetBlue You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!"
7843,Delta,@JetBlue minutes to spare.
7844,Delta,"@JetBlue the first place but I really didn't need the extra stress at this already terrible time. Oh by the way, I made the flight with 30"
7845,Delta,"@JetBlue that I missed my flight. I had to book this flight extremely last minute due to a family death, there's no excuse for attitude in"
7846,Delta,@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me
7847,Delta,"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a"
7848,Delta,@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward
7849,Delta,@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.
7850,Delta,@JetBlue yup 33036 feet. But no selfie.
7851,Delta,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq
7852,Delta,@JetBlue the you above all commercials? Like the legroom one
7853,Delta,@JetBlue Will do.  I'll tell him you say hey.
7854,Delta,"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s"
7855,Delta,@JetBlue ok thank you for the quick response JetBlue still the best comp
